groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
0	0	3.534	0	0	0	4.926	0
2.214	0.8804	0	0	2.616	1.744	0	1.001
2.214	0.8804	0	0	2.616	1.744	0	1.001
2.214	0.8804	0	0	2.616	1.744	0	1.001
2.214	0.8804	0	0	2.616	1.744	0	1.001
0	0	0.7098	3.138	0	0	1.001	3.604
0	0.3468	1.771	0.7472	0	1.343	2.373	1.872
2.334	0.667	0	0	4.36	1.09	0	0
0	0	2.152	3.736	0	0	0	2.563
0	0.1868	6.725	0.538	0	0	1.001	0
0	0.1868	6.725	0.538	0	0	1.001	0
0	0.1868	6.725	0.538	0	0	1.001	0
0	0.1868	6.725	0.538	0	0	1.001	0
0	0	2.989	1.494	0	0	1.982	1.982
0	0	2.989	1.494	0	0	1.982	1.982
2.188	2.334	0	0	2.86	1.064	0	0
3.122	1.961	0	0.7472	0	2.616	0	0
0.4135	0.8137	1.778	0.7472	0.1046	1.081	2.503	1.001
2.668	1	0	0	3.471	1.299	0	0
0.4869	0.8471	0.7472	0.7472	0	1.605	1.462	2.543
0	2.668	0	0	0.968	4.796	0	0
0	5.096	0	0.1943	0	3.139	0	0
0	0.2935	3.572	0	0	0.7674	3.784	0
2.328	0.3402	0	0	0.8721	0.8721	3.004	1.001
2.328	0.3402	0	0	0.8721	0.8721	3.004	1.001
2.328	0.3402	0	0	0.8721	0.8721	3.004	1.001
2.328	0.3402	0	0	0.8721	0.8721	3.004	1.001
0	0	2.047	3.736	0	0	0	2.633
0	0	2.047	3.736	0	0	0	2.633
0	0	2.047	3.736	0	0	0	2.633
0	0	2.047	3.736	0	0	0	2.633
0	1.361	0.7472	0.2092	0	1.953	4.005	0.1402
2.108	0	2.122	0.1195	3.924	0.1395	0	0
2.108	0	2.122	0.1195	3.924	0.1395	0	0
0	0	0	2.144	0	0	3.374	2.893
1.381	0	2.077	1.868	0	0	2.002	1.071
3.081	1.587	0	0	3.052	0.436	0	0.2403
1.801	2.234	0	0	4.36	0	0	0
0.03335	3.001	0.03736	0	0	4.317	1.001	0
0	0.3335	1.121	4.483	0	0.436	0.5006	1.502
0	0.3335	1.121	4.483	0	0.436	0.5006	1.502
0.4536	3.122	0	0	1.029	3.767	0	0
1.741	0.2601	0	3.362	0	0	1.872	1.131
1.741	0.2601	0	3.362	0	0	1.872	1.131
1.581	3.088	0	0	0.6453	3.052	0	0
2.668	1.334	0	0	2.764	1.596	0	0
1.334	2.668	0	0	1.744	2.616	0	0
0	0	3.736	0.8219	0	0	2.803	1.001
0	0.5603	0.4259	2.137	1.683	0.5494	0.7108	2.293
0	0.5603	0.4259	2.137	1.683	0.5494	0.7108	2.293
0.9871	0.5203	0.7472	0	5.651	0.4535	0	0
1.641	2.001	0.3586	0	4.343	0	0	0
1.081	2.795	0	0	2.616	1.849	0	0
4.656	0.6537	0	0	2.154	0.8721	0	0
0	0	0.8144	2.989	0.436	0	2.002	2.092
0	0	0.8667	2.122	0	0	1.332	4.005
4.636	1.407	0	0	1.212	1.064	0	0
4.636	1.407	0	0	1.212	1.064	0	0
2.001	3.335	0	0	0.8023	2.18	0	0
2.001	3.335	0	0	0.8023	2.18	0	0
2.001	3.335	0	0	0.8023	2.18	0	0
1.174	0.667	0	0	1.727	4.744	0	0
0.4269	0.6136	0.7472	0.1046	0	2.407	0.9211	3.084
0	2.488	2.174	0.06725	2.259	1.308	0	0
2.254	0.3602	0	0	4.796	0.8721	0	0
0	0.6403	0	2.242	0	1.395	0.3204	3.684
0	0.6403	0	2.242	0	1.395	0.3204	3.684
0	0.6403	0	2.242	0	1.395	0.3204	3.684
0	0.6403	0	2.242	0	1.395	0.3204	3.684
1.347	1.321	0.7472	0	1.875	2.485	0.5006	0
1.334	0.4202	1.3	1.218	0.8721	0.7587	0.871	1.502
1.334	0.4202	1.3	1.218	0.8721	0.7587	0.871	1.502
2.334	2.668	0	0	1.744	1.526	0	0
1.908	0.2535	2.705	0.9414	1.081	0	1.001	0.3804
0.6603	0	1.494	0.3661	1.744	0	2.513	1.492
0	0	0.2017	3.938	0	0	1.001	3.124
0	0	0.2017	3.938	0	0	1.001	3.124
0.09338	1.187	2.406	0	1.116	2.738	0.7208	0
0.667	1.301	1.158	0	1.308	0.8721	1.001	1.952
2.081	2.588	0	0.7472	1.203	1.639	0	0
2.081	2.588	0	0.7472	1.203	1.639	0	0
0.5336	2.001	0	0.7472	1.57	3.401	0	0
0	1.02	3.736	0	0	0	3.494	0
0	1.02	3.736	0	0	0	3.494	0
0	0	2.242	0	0	0	5.827	0.1802
1.081	0	0.2839	0.4632	1.413	0	1.882	3.124
1.081	0	0.2839	0.4632	1.413	0	1.882	3.124
1.081	0	0.2839	0.4632	1.413	0	1.882	3.124
1.814	0.1868	0	0.7472	3	0.4884	0.7208	1.282
1.814	0.1868	0	0.7472	3	0.4884	0.7208	1.282
1.814	0.1868	0	0.7472	3	0.4884	0.7208	1.282
1.814	0.1868	0	0.7472	3	0.4884	0.7208	1.282
4.696	0	0	0	1.796	1.744	0	0
4.696	0	0	0	1.796	1.744	0	0
4.696	0	0	0	1.796	1.744	0	0
4.696	0	0	0	1.796	1.744	0	0
0.4402	0.667	0	2.242	1.744	0.1395	0	3.004
1.327	1.681	0	0	3.488	1.727	0	0
1.327	1.681	0	0	3.488	1.727	0	0
1.327	1.681	0	0	3.488	1.727	0	0
1.327	1.681	0	0	3.488	1.727	0	0
1.327	1.681	0	0	3.488	1.727	0	0
0	1.067	1.569	1.42	0	0.2616	1.702	2.203
2.361	2.795	0.1719	0.9489	1.073	0.8721	0	0
0	0	1.494	6.725	0	0	0	0
0	2.521	0.6874	2.989	0	1.099	0	0.9211
0	0.7203	1.181	1.808	0	0	1.041	3.464
0	0	1.195	2.989	0	0	0.5006	3.504
0.4402	2.828	0.7472	0.7472	0	2.424	0	1.001
0	0.0667	1.644	1.719	0.8721	0.8721	2.102	0.9011
0	0.0667	1.644	1.719	0.8721	0.8721	2.102	0.9011
0	0.0667	1.644	1.719	0.8721	0.8721	2.102	0.9011
0	0.0667	1.644	1.719	0.8721	0.8721	2.102	0.9011
0	1.734	0.5903	0.7472	0	1.099	2.213	1.792
0	1.734	0.5903	0.7472	0	1.099	2.213	1.792
2.281	0.6937	0	0	1.849	3.349	0	0
0.667	2.668	0	0	1.779	3.052	0	0
0.787	3.575	0	0	1.744	2.058	0	0
0.9805	2.921	0	0	1.692	2.564	0	0
1.334	3.335	0	0	0.436	3.052	0	0
2.521	2.148	0	0	1.936	1.552	0	0
0	2.068	1.382	0	0.8721	1.831	2.002	0
0	0.4202	1.427	3.803	0	0	1.632	0.871
0.3268	0.3402	1.113	1.494	0	0.8721	2.483	1.522
0.3268	0.3402	1.113	1.494	0	0.8721	2.483	1.522
0	0.4936	0	0	3.035	4.622	0	0
2.374	0.667	0	0.7472	3.052	1.308	0	0
0	1.027	1.136	1.285	0	0.4535	1.762	2.483
2.561	1.334	0.254	0.4931	0.8721	1.465	1.001	0.1602
0	0	4.528	0.04483	0	0	1.502	2.062
0	0.1401	1.278	1.711	0	0.8721	2.002	2.133
0	0.1401	1.278	1.711	0	0.8721	2.002	2.133
2.461	1.541	0	0	2.616	1.509	0	0
0.667	0.2334	4.109	0.1121	0	0	2.853	0.1502
0.667	0.2334	4.109	0.1121	0	0	2.853	0.1502
0.667	0.2334	4.109	0.1121	0	0	2.853	0.1502
0	0.1334	1.719	4.259	0	0	0.6007	1.402
0.02001	0.9405	2.376	0	0	0	4.746	0.03004
0.02001	0.9405	2.376	0	0	0	4.746	0.03004
0	0.8204	2.817	1.726	0.2006	0.2355	1.312	1.001
0	0.8204	2.817	1.726	0.2006	0.2355	1.312	1.001
0	0.8204	2.817	1.726	0.2006	0.2355	1.312	1.001
0	0.8204	2.817	1.726	0.2006	0.2355	1.312	1.001
3.108	2.188	0	0	0.8197	1.988	0	0
2.001	3.335	0	0	0.5843	2.18	0	0
0	3.375	0	0	0.5756	3.052	0	1.081
2.388	0.02668	0	0	1.343	4.325	0	0
0	3.969	0.02242	0.7248	0	3.366	0	0
1.034	4.035	0	0	2.18	0.8285	0	0
0	0.9538	2.242	0	0	0.375	4.505	0
0	0.9538	2.242	0	0	0.375	4.505	0
0	0	1.255	0.8518	0	0	2.002	3.965
0	0	1.255	0.8518	0	0	2.002	3.965
3.909	2.801	0	0	1.36	0	0	0
0	0	2.152	2.794	0	0	2.122	1.001
0.2268	4.335	0	0	0.8721	2.634	0	0
1.334	2.608	0	0	1.23	2.895	0	0
2.668	1.868	0.523	0	0	2.006	0.3004	0.7008
0.667	3.909	0	0	0.5407	2.948	0	0
1.841	0.667	0	0	3.488	2.067	0	0
1.361	0	0	0	5.668	1.029	0	0
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
0.667	1.334	0.7472	0	0	1.735	1.001	2.573
3.415	1.921	0	0	0.4884	2.232	0	0
3.415	1.921	0	0	0.4884	2.232	0	0
0	0	0.1644	2.989	0	0	1.502	3.394
0	0	0.1644	2.989	0	0	1.502	3.394
0	0	0.1644	2.989	0	0	1.502	3.394
0.2134	3.788	0.7472	0	0	3.296	0	0
0.2134	3.788	0.7472	0	0	3.296	0	0
0.2134	3.788	0.7472	0	0	3.296	0	0
0.2134	3.788	0.7472	0	0	3.296	0	0
0.2134	3.788	0.7472	0	0	3.296	0	0
0.2134	3.788	0.7472	0	0	3.296	0	0
3.488	2.455	0	0	0.7151	1.387	0	0
3.488	2.455	0	0	0.7151	1.387	0	0
3.488	2.455	0	0	0.7151	1.387	0	0
0	4.842	0	0	0	2.198	0	1.001
0	4.842	0	0	0	2.198	0	1.001
0	4.842	0	0	0	2.198	0	1.001
0	0	3.646	1.076	0.8721	0	2.443	0
0	0.7604	1.494	1.494	0	0.6628	1.241	2.383
2.828	1.841	0.7472	0	0.5407	2.076	0	0
0	1.868	0.8219	0.8966	0	2.442	0	2.002
0.02668	3.308	0	0	3.052	1.639	0	0
0	0	2.832	2.398	0	0	1.792	1.001
0	0	1.987	2.869	0	0	2.002	1.161
0	0	1.987	2.869	0	0	2.002	1.161
0	0.2801	0.6949	0	0	1.177	3.865	2.002
0	2.788	0	0.06725	0.07849	3.488	1.001	0.5907
0.3869	1.921	0	0	3.453	2.25	0	0
3.608	2.728	0	0	1.666	0	0	0
3.608	2.728	0	0	1.666	0	0	0
0	1.334	1.3	0.7472	0.6628	0.2093	2.743	1.001
0	0.9004	2.989	1.92	0	0.1831	0.5707	1.432
0	0	1.711	2.025	0	0.2529	1.292	2.713
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	1.614	1.674	0.5679	0	2.25	1.001	0.881
0	3.782	0	0	0	4.203	0	0
0	0.04669	4.005	0	0	0.4971	3.434	0
0	0.04669	4.005	0	0	0.4971	3.434	0
0	0	2.047	2.436	0	0.06977	1.422	2.002
0	0	2.047	2.436	0	0.06977	1.422	2.002
1.067	0.9338	0	0	5.581	0.3924	0	0
0	2.961	0	0.7472	0	3.262	0.04005	0.9611
0	0.4602	1.263	2.578	0	0.1657	3.314	0.1902
0	0.4602	1.263	2.578	0	0.1657	3.314	0.1902
3.955	1.127	0	0	2.014	0.8721	0	0
3.542	0.667	0	0	3.052	0.7064	0	0
0	1.828	1.651	0.7472	1.631	2.11	0	0
0	0	1.225	3.736	0	0	1.642	1.362
0	1.361	0	0	0.6453	3.715	1.241	1.001
1.594	2.001	0	0	1.116	3.244	0	0
0.2134	0	3.019	0.7173	0	0	3.684	0.3204
1.387	2.668	0.4035	0	0.4012	3.087	0	0
2.341	0.3602	2.608	0.3661	1.317	0.4622	0.4906	0
0	0.667	2.256	2.256	0	0	1.762	1.001
0	0	0.5081	2.107	0	0	1.181	4.145
0	0	0.5081	2.107	0	0	1.181	4.145
2.428	0	0	0	4.997	0.5145	0	0
2.428	0	0	0	4.997	0.5145	0	0
2.428	0	0	0	4.997	0.5145	0	0
2.428	0	0	0	4.997	0.5145	0	0
0	0	0.5156	2.1	0	0	1.191	4.125
0	1.234	0.7472	1.562	0	0.7849	0	3.594
0.2068	0.667	2.152	0.6575	0.1657	2.119	1.952	0
0.4869	0.1801	0	0	5.032	2.215	0	0
0.4869	0.1801	0	0	5.032	2.215	0	0
0.4869	0.1801	0	0	5.032	2.215	0	0
0	0.667	1.427	1.016	0.07849	2.538	1.001	1.181
0	0.667	1.427	1.016	0.07849	2.538	1.001	1.181
2.001	0	0.1345	1.36	0.7151	0.8721	1.001	1.822
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
0.4202	0.667	0.4707	2.339	0	0.8721	2.133	1.001
1.334	1.768	0	0	3.357	1.439	0	0
2.348	2.655	0	0	2.18	0.7151	0	0
2.201	1.201	0	0	3.183	1.308	0	0
0	0.5336	3.586	1.27	0	0.6977	1.802	0
0	0.5336	3.586	1.27	0	0.6977	1.802	0
1.921	0.08004	0	1.494	1.744	0	1.622	1.001
1.921	0.08004	0	1.494	1.744	0	1.622	1.001
1.921	0.08004	0	1.494	1.744	0	1.622	1.001
1.094	0.9071	0	0	3.802	2.058	0	0
0	0	2.242	2.615	0	0	0	3.004
1.214	0	0.8667	0	1.727	0.8023	3.244	0
0	0.1601	0.7173	0	0	1.046	3.925	2.002
0	0.1601	0.7173	0	0	1.046	3.925	2.002
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
1.801	0.7337	0.6725	0.8966	1.134	0.6104	0.4005	1.602
0.667	1.334	0	0	1.919	3.924	0	0
0	0.3202	0.4632	4.677	0	0	0.6207	1.762
0	0.3202	0.4632	4.677	0	0	0.6207	1.762
1.521	3.148	0	0	1.936	1.238	0	0
0	0	3.108	1.375	0	0.436	1.001	1.922
2.001	0	3.437	0.7472	0	0	0.6508	1.001
0	0	2.578	2.652	0	0.6017	1.692	0.3104
0	0	2.578	2.652	0	0.6017	1.692	0.3104
0	2.601	0	0	3.401	1.831	0	0
0.667	0	2.159	1.659	0	0.3401	0.3905	2.613
0.667	0	2.159	1.659	0	0.3401	0.3905	2.613
0.667	0	2.159	1.659	0	0.3401	0.3905	2.613
1.594	1	0	0	2.616	2.616	0	0
0	0	0	2.01	0	0	1.001	4.816
1.334	0.9538	0	0	0.8721	4.666	0	0
0	0	4.109	0.2092	0	0	3.504	0
0	0	2.638	2.197	0	0	0.9411	2.032
1.667	2.668	0	0	2.599	0.8721	0	0
1.667	2.668	0	0	2.599	0.8721	0	0
1.667	2.668	0	0	2.599	0.8721	0	0
0.667	0	1.928	2.122	0	0.06977	0.08009	2.923
1.334	1.334	0	0.7472	0.4971	0.8721	1.432	1.572
0	0.7604	3.078	0	0	1.326	2.623	0
0	0.9938	0.7397	2.623	0	0.4273	0.4906	2.513
1.574	1.334	0.2391	0	2.337	2.302	0	0
0	0	2.391	2.391	0	0	2.002	1.001
0	0	2.391	2.391	0	0	2.002	1.001
0	0	2.391	2.391	0	0	2.002	1.001
0	0	2.391	2.391	0	0	2.002	1.001
3.135	2.034	0	0	1.264	1.352	0	0
3.135	2.034	0	0	1.264	1.352	0	0
0.3335	1.781	0	0	2.616	3.052	0	0
0	0	2.062	3.048	0	0	1.161	1.502
2.001	1.094	1.225	0	0.5581	0.75	0.1402	2.002
2.001	1.094	1.225	0	0.5581	0.75	0.1402	2.002
0.5536	0	0.2466	0.254	0.2878	0.5843	4.996	0.841
0	1.774	0	2.242	1.448	0.2965	0	2.002
0	1.774	0	2.242	1.448	0.2965	0	2.002
0	1.601	0.1121	2.129	0	0.9157	0	3.004
2.561	2.601	0	0	1.343	1.256	0	0
0.667	0.8871	0.7472	0	0	1.439	2.823	1.181
0.667	0.8871	0.7472	0	0	1.439	2.823	1.181
0	0	2.959	0	0	0	4.786	0
0	0	2.959	0	0	0	4.786	0
0	0.667	2.286	0.3736	0	0.8721	2.543	1.001
0	0.667	2.286	0.3736	0	0.8721	2.543	1.001
0	0	0	3.736	0	0	0	4.005
0	0	0	3.736	0	0	0	4.005
0	0	2.376	1.36	0	0	2.683	1.322
0	0	2.376	1.36	0	0	2.683	1.322
0	0	2.615	1.121	0	0	2.503	1.502
0	4.229	0	0.7472	0	2.764	0	0
0	4.229	0	0.7472	0	2.764	0	0
1.347	0.3202	0	0	4.325	1.744	0	0
1.347	0.3202	0	0	4.325	1.744	0	0
1.347	0.3202	0	0	4.325	1.744	0	0
1.334	0.667	0.7472	1.121	0	0.6715	3.194	0
1.334	1	0	0	3.218	2.18	0	0
1	3.242	0	0	1.796	1.692	0	0
1.027	2.308	0	0	1.779	2.616	0	0
1.901	2.334	0	0	1.439	2.049	0	0
0	0	3.407	0.254	1.169	0.5756	1.982	0.3204
1.394	0	4.483	0.7472	0.07849	0	0.9111	0.09011
1.394	0	4.483	0.7472	0.07849	0	0.9111	0.09011
1.394	0	4.483	0.7472	0.07849	0	0.9111	0.09011
1.394	0	4.483	0.7472	0.07849	0	0.9111	0.09011
0	0.707	1.121	1.846	0.8721	0.05232	1.532	1.562
0	0.667	1.995	0.2466	0	0.7761	3.174	0.831
0	0.667	1.995	0.2466	0	0.7761	3.174	0.831
0	0.667	1.995	0.2466	0	0.7761	3.174	0.831
0	0	2.959	2.242	0	0.157	1.502	0.821
0	0	2.959	2.242	0	0.157	1.502	0.821
2.001	1.314	0	0	3.078	1.282	0	0
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	0.3202	2.212	2.092	0	1.046	0.2403	1.762
0	1.667	1.121	0	0.8721	0	4.005	0
0	1.667	1.121	0	0.8721	0	4.005	0
0.9738	2.014	1.838	0	0	1.831	0	1.001
1.667	2.535	0.6725	0.07472	1.744	0.9593	0	0
1	1.061	0	0	3.488	2.102	0	0
0	0	0.4483	1.195	0	0	1.402	4.605
0	0	0.4483	1.195	0	0	1.402	4.605
0	0	0.4483	1.195	0	0	1.402	4.605
0	0	0.4483	1.195	0	0	1.402	4.605
3.148	1.014	0	0	3.035	0.4535	0	0
0.667	0.3202	0.3586	1.136	1.081	4.081	0	0
0	0.2401	2.242	1.973	0	0	1.001	2.183
1.287	2.381	0	0.4782	1.744	1.744	0	0
2.254	0	1.315	0.7472	0.436	0.8721	1.001	1.001
0	1.948	0.5454	1.293	0	0.8372	1.001	2.002
0	1.948	0.5454	1.293	0	0.8372	1.001	2.002
0	1.948	0.5454	1.293	0	0.8372	1.001	2.002
0	0	0.9265	1.689	0	0	0.2403	4.766
0	0	0.04483	3.691	0	0	0	3.885
0.687	0.647	1.823	1.121	0.8721	0.4622	0	2.002
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
1.334	0.4269	0.4782	1.763	1.866	1.744	0	0
0	0	1.748	1.076	0	0	2.283	2.503
1.334	0.3001	0	0	3.401	2.573	0	0
0.2801	0	0	0	3.279	2.546	1.081	0.4205
0	0.3735	3.572	1.659	0	0	1.001	1.001
0	0.3735	3.572	1.659	0	0	1.001	1.001
0	2.668	0	0	0.5058	4.43	0	0
1	2.241	0	0	1.866	2.494	0	0
0	0	2.877	1.719	0	0	2.853	0.1502
0	0	2.877	1.719	0	0	2.853	0.1502
0	0	2.877	1.719	0	0	2.853	0.1502
0	2.855	0	0	2.119	2.616	0	0
0	0	1.405	2.137	0	0.6628	1.762	1.622
0	0	1.405	2.137	0	0.6628	1.762	1.622
0	0	1.405	2.137	0	0.6628	1.762	1.622
0	0	1.405	2.137	0	0.6628	1.762	1.622
3.302	0.667	0	0	2.093	0.5232	0.9511	0.05006
0	0	0.7472	1.831	0	0	2.453	2.553
0	0	0.3736	1.166	0	0	0.9711	5.066
2.735	2.134	0	0	1.831	0.8721	0	0
0	0	3.063	2.002	0	0	1.942	0.5607
0	0	3.063	2.002	0	0	1.942	0.5607
3.935	1.534	0	0	1.395	0.6977	0	0
3.935	1.534	0	0	1.395	0.6977	0	0
0	1.547	2.242	1.494	0	1.273	0.3204	0.6808
2.735	1.334	0	0	0.2616	3.227	0	0
0	0.3001	0	2.242	0	0	0.4505	4.555
2.555	0.7804	0	0	2.32	1.892	0	0
0.8537	1.227	0.9564	1.285	0	1.221	2.002	0
0.02668	3.228	0	0	0.907	3.384	0	0
2.061	0.607	0	0	2.337	2.538	0	0
0	0	0.2167	3.519	0	0	0	3.794
0	0	0.2167	3.519	0	0	0	3.794
0	0	0.2167	3.519	0	0	0	3.794
1.988	3.668	0	0	1.134	0.7325	0	0
0	0	0.7472	2.249	0	0	3.494	1.031
0	4.469	0	0	0.6977	2.355	0	0
0	3.602	0.04483	1.45	0	2.424	0	0
0	3.602	0.04483	1.45	0	2.424	0	0
0	3.602	0.04483	1.45	0	2.424	0	0
0	3.602	0.04483	1.45	0	2.424	0	0
0	3.602	0.04483	1.45	0	2.424	0	0
3.662	1.661	0	0	1.744	0.4535	0	0
0	0	1.494	2.017	0	0	2.303	1.702
0	0.3335	0.3736	1.868	0	0.436	1.001	3.504
0	0.3335	0.3736	1.868	0	0.436	1.001	3.504
2.908	2.428	0	0	1.308	0.8721	0	0
0.667	0	0.4558	0.2914	3.296	1.404	1.001	0.3905
0.667	0	0.4558	0.2914	3.296	1.404	1.001	0.3905
0.5536	0	3.362	0.7472	0	0	2.833	0
2.154	1.181	0	0	1.744	2.416	0	0
2.154	1.181	0	0	1.744	2.416	0	0
2.154	1.181	0	0	1.744	2.416	0	0
2.154	1.181	0	0	1.744	2.416	0	0
0.4802	1	0	0	0.8197	3.192	0.4405	1.562
0	0	1.315	1.674	0	0	2.763	1.742
2.268	1.734	0	0	2.529	0.9593	0	0
2.695	1.307	0	0	1.308	2.18	0	0
2.695	1.307	0	0	1.308	2.18	0	0
2.695	1.307	0	0	1.308	2.18	0	0
2.695	1.307	0	0	1.308	2.18	0	0
0	0	1.704	2.78	0	0	1.141	1.862
0	0	3.004	1.479	0	0	0.841	2.163
0	0	0.7397	3.743	0	0	0.9812	2.022
0	0	0.9265	3.557	0	0	0	3.004
0	0	2.212	0.7771	0	0	3.484	1.011
2.334	0.667	0	0	3.113	1.369	0	0
2.334	0.667	0	0	3.113	1.369	0	0
3.001	1.721	0	0	1.814	0.9418	0	0
0.8471	1.207	0.9489	1.293	0	1.177	2.002	0
0	0.5336	0.1494	2.092	0.8721	0.5232	1.201	2.102
0	0.5336	0.1494	2.092	0.8721	0.5232	1.201	2.102
0	0	1.868	2.6	0	0	3.004	0
2.361	0	0	0	4.238	0.8721	0	0
0.08004	0	4.02	0.4632	0	0.6628	1.622	0.6207
0.08004	0	4.02	0.4632	0	0.6628	1.622	0.6207
0.08004	0	4.02	0.4632	0	0.6628	1.622	0.6207
0	0.8204	0	1.494	0	2.145	0	3.004
2.214	0	0	0.7472	1.587	0	0.9111	2.002
3.268	1.401	0	0	2.616	0.1744	0	0
0.667	3.268	0	2.242	0	1.282	0	0
0.667	3.268	0	2.242	0	1.282	0	0
0.667	3.268	0	2.242	0	1.282	0	0
0	0	2.705	0.7472	0	0	2.383	1.622
2.001	2.008	1.121	0.7472	0	0	1.572	0
0.8471	1.761	0	0	0.07849	4.761	0	0
0.5469	3.001	0	0	1.151	1.744	0.6608	0.3404
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0.1267	0.667	0.9788	0	0	0.1657	1.572	3.935
0	0	0.6202	2.989	0	0	3.504	0.3304
0	0	3.407	0	0	0	3.034	1.001
0.3001	0.1	2.989	0	0.8721	0.1744	3.004	0
0.3001	0.1	2.989	0	0.8721	0.1744	3.004	0
0.3001	0.1	2.989	0	0.8721	0.1744	3.004	0
1.334	0	0	0	4.387	1.718	0	0
1.334	0	0	0	4.387	1.718	0	0
1.334	0	0	0	4.387	1.718	0	0
0.4069	0.4069	1.621	1.494	0.2878	2.328	0.891	0
0.4069	0.4069	1.621	1.494	0.2878	2.328	0.891	0
1.201	0.1334	2.017	0	0	0.8721	2.203	1.001
0	1.701	1.719	1.494	0	1.352	0	1.151
0	1.701	1.719	1.494	0	1.352	0	1.151
0	0.7604	1.181	0.3138	0	1.657	2.163	1.342
0	0.7604	1.181	0.3138	0	1.657	2.163	1.342
0	0.1667	0.934	1.308	0	0	1.502	3.504
0	0.1667	0.934	1.308	0	0	1.502	3.504
0	0.1534	0	2.242	0	0	0	5.006
0.1667	2.001	0	0	0.8721	4.36	0	0
1.654	1.681	0	0	2.599	0.9418	0	0.5206
2.161	1.587	0	0	2.721	0.9244	0	0
1	0.5069	0	0	4.378	1.5	0	0
2.348	1.667	0	1.494	0	0.8721	0	1.001
0	0.9204	1.868	0.7472	0	0.8023	0.04005	3.004
0	0.9204	1.868	0.7472	0	0.8023	0.04005	3.004
2.001	2.001	0.07472	1.42	0.08721	0.7849	0.6007	0.4005
2.001	2.001	0.07472	1.42	0.08721	0.7849	0.6007	0.4005
0	0	0.1494	0	0.6104	0	3.304	3.304
0	0	0.1494	0	0.6104	0	3.304	3.304
0	0	0.1494	0	0.6104	0	3.304	3.304
0	0	0.1494	0	0.6104	0	3.304	3.304
