groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
1.849	2.859	2.135	2.092	1.246	0.02492	2.832	5.721
5.098	6.794	0	1.067	1.557	2.641	0.8868	0.5435
0	0.324	3.031	12.25	0	0.4236	1.43	0.9726
3.487	2.201	4.227	2.903	1.171	1.321	0.3147	2.503
1.667	2.754	1.217	2.06	2.492	0	1.788	6.079
8.299	3.649	0	0	2.155	3.787	0	0
2.878	1.058	4.547	6.917	1.096	1.395	0	0
2.63	2.839	1.622	2.135	3.09	1.246	0.0143	4.276
2.144	2.83	2.103	5.091	1.246	0	2.846	1.445
0	0	4.045	0.6725	0	0	7.437	5.378
2.62	0.02859	2.572	8.443	1.208	2.529	0	0
0	2.839	1.622	2.252	0	2.953	0.9011	6.751
0	0	6.234	0.8859	0	0	7.638	2.374
0	0	4.44	4.099	0	0	5.335	3.247
2.716	1.382	1.281	1.388	5.544	3.924	0	0.8582
0.8671	4.526	0.9713	1.334	5.158	2.093	0	2.117
0	0	12.46	0.1708	0	0	2.632	1.659
0	0	6.97	6.308	0	0	1.788	1.788
0.2954	7.08	0	1.131	1.719	5.133	0	1.43
0.4288	2.144	2.989	4.376	0.9966	1.495	1.287	3.004
7.527	5.088	0	0	3.152	0.9344	0	0
0	1.906	5.23	2.242	0	0	3.004	4.291
0.4955	1.191	11.97	1.537	0	0	1.43	0
0	1.887	2.668	7.216	0	0	1.802	2.861
0	0	4.408	3.469	0.1495	0	6.064	2.317
0.02859	2.677	6.532	4.675	0	0	1.073	1.387
0.9528	0.4574	1.334	2.999	3.737	1.819	2.446	2.589
4.421	5.279	0	1.067	2.13	3.252	0	0
0	0	14.48	1.654	0	0	0	0
8.29	3.983	0	0	1.246	2.492	0	0
0	0	7.845	6.671	0	0	0.7866	0.6436
0	0	5.465	0.4056	0	0	1.774	8.238
2.296	2.468	7.184	2.423	1.134	0.1121	0	0
0.1715	0.7813	7.514	5.593	0	0	1.43	0
0.9528	0	4.408	4.344	0	0	1.344	4.377
0	0	6.757	5.689	0	0	1.43	1.43
2.182	2.106	0	4.099	4.672	2.23	0	0
0	0	10.78	1.601	0	0	2.002	0.8582
3.506	4.288	0.3629	0.7045	0.8472	5.494	0	0
0	0	3.597	3.48	0	0	6.25	1.802
2.859	4.269	0.523	2.402	1.856	2.504	0	0.7151
3.163	3.811	1.697	1.334	2.068	0	2.861	0
0	0.2001	0.982	5.113	0	0	4.291	4.291
2.363	4.536	1.057	1.078	0	4.036	1.416	0.3576
1.143	4.002	0.6404	1.334	1.993	0.9344	3.075	1.716
0	2.249	1.697	5.871	1.246	0	1.43	2.274
4.021	5.584	0	0	1.383	3.7	0	0
4.288	1.906	1.067	0	2.18	5.22	0	0
0	0	1.751	0.5337	0	0	9.654	2.703
0	0	4.142	6.127	0	0	0.3004	3.99
0	0.9528	3.864	4.675	0	0	1.487	3.518
5.717	2.077	1.067	0	2.803	2.803	0	0
1.944	4.25	1.153	2.049	2.13	2.803	0	0
0	0	9.382	2.829	0	0	2.117	0
0.03811	0	5.017	0	0	1.246	7.151	0.8295
1.134	2.677	3.458	1.879	0.7849	4.348	0	0
2.411	3.173	0.918	0	2.492	2.766	2.46	0
0.5241	0.4288	1.601	4.216	0.9344	2.242	0.2861	3.933
1.048	0	3.309	7.258	1.931	0.5606	0	0
2.63	2.496	0	0	4.983	3.887	0	0
0	0	3.458	4.931	0	0	4.462	1.087
3.03	3.649	0	0	4.572	1.246	0.6007	0.8295
2.592	3.125	1.035	0.03202	1.831	5.295	0	0
2.201	5.641	1.067	0.8219	0.04983	4.024	0	0
4.135	6.765	1.067	0	1.246	0.5855	0	0
1.201	3.087	0	0	6.665	2.828	0	0
2.001	0	2.722	3.576	0	0	2.431	3.004
2.725	3.726	0.4163	1.067	0	4.286	0.5149	0.9154
0	0	5.977	5.23	0	0	1.573	0.8582
0.3526	0.829	2.797	0.2775	1.557	4.348	1.974	1.43
6.346	2.62	0	0	3.289	1.246	0	0
0	0	4.28	4.793	0	0	3.49	0.8868
0	0.8766	4.206	5.486	0	0	0	2.861
0.9528	0.9528	1.099	4.238	1.246	1.943	1.473	1.387
2.354	4.688	0	0	2.766	3.463	0	0
1.391	0.1525	0.3095	1.292	0	0.04983	3.919	6.15
0	0.848	4.867	3.138	0	0	1.63	2.66
0	0	4.462	7.194	0	0	0.3004	1.13
2.878	3.316	0	0	2.492	4.311	0	0
0	0	10.41	2.562	0	0	0	0
0	0	3.01	2.199	0	0	5.635	2.06
0	0	1.836	4.27	5.158	0.1744	1.43	0
3.383	2.525	0.5871	0.4803	3.115	2.741	0	0
0.7432	1.248	6.372	1.067	0.9717	0.9344	1.43	0.04291
0	0	4.686	3.32	0	0	2.303	2.389
0.9528	8.137	0.8753	0	1.159	1.557	0	0
0	0	1.558	1.686	0	0	7.094	2.26
2.535	0.324	1.43	0.6191	1.246	0	5.607	0.8295
0	0.6575	2.668	3.811	0	0	2.861	2.417
0	0	1.879	1.58	0	0	3.561	5.363
2.096	3.144	0	0	1.184	5.918	0	0
1.143	0.1906	2.242	0	7.911	0.6852	0	0
2.544	3.211	0.4483	2.754	2.23	0.9842	0	0
0.4859	0.9528	2.135	6.404	0	0	0	2.131
4.869	2.449	0.9927	0.459	0.5357	2.803	0	0
3.764	4.335	0	0	0.8721	3.115	0	0
0	0	0.3629	1.943	0.5108	2.803	1.302	5.135
0	0	4.59	5.593	0.8845	0.9842	0	0
0	0	11.37	0.5764	0	0	0	0
3.83	1.563	0	0.7045	1.47	4.36	0	0
0	0	7.525	3.149	0.1869	1.059	0	0
0	1.086	6.212	2.668	0.3115	1.557	0	0
0.7718	1.667	0.8646	3.533	0	1.246	0	3.661
0	0	3.693	0	0	1.271	3.919	2.832
0	0	3.159	3.821	0	1.196	1.788	1.731
0	0	1.943	0	0	0	8.782	0.9154
0	0	3.683	4.803	0	0	1.716	1.43
0	2.363	1.622	1.067	0.01246	3.713	0.3433	2.489
1.439	1.42	2.722	4.75	1.246	0	0	0
2.754	5.708	0	0	1.557	1.557	0	0
0	0	4.163	1.654	0	0	5.292	0.4291
4.717	3.573	0	0	2.305	0.9344	0	0
0.6956	1.172	5.337	1.644	0.2865	0.9593	1.43	0
2.439	1.906	0	3.33	0	0	1.159	2.675
3.335	2.458	0	2.135	0.9842	2.492	0	0
0	0	6.202	3.405	0	0	1.745	0
0	0	3.907	6.009	0	0	0.7723	0.6579
2.792	4.297	0	0	0.6977	3.513	0	0
0	0	1.334	2.935	0	0.8222	0.5864	5.592
0	0	2.306	1.964	0	1.968	2.131	2.875
1.906	4.288	0.8005	0.2668	1.869	0.6229	1.43	0
0	0	0.8326	4.536	0	0	0	5.807
2.658	1.782	0	2.135	0.5731	2.591	1.13	0.3004
1.706	2.106	0.491	5.422	0	0	0	1.43
0	0	1.633	8.998	0	0	0	0.5149
1.991	1.039	0.9713	1.505	3.85	1.782	0	0
0	0.6193	3.629	2.775	0.4983	0.7475	1.144	1.716
1.715	0	4.27	4.59	0	0.2492	0	0.2861
0.7337	0.2382	4.718	1.11	0	0	1.373	2.918
0.4574	1.448	6.319	0.08539	2.492	0.2865	0	0
1.667	1.667	0	0	2.84	4.909	0	0
1.906	0.4192	1.345	4.462	0.6977	0	1.073	1.159
2.201	2.563	1.644	0.491	1.246	0.04983	2.203	0.6579
0	0	0.6831	8.923	0	0	0	1.43
0	0	2.935	5.924	0	0	0.5721	1.573
2.058	6.327	0	0	1.022	1.47	0	0
0	0	3.405	4.6	0	0	1.373	1.487
0	0.7432	0.7685	4.099	0	0	0.04291	5.135
3.754	5.298	0	0	1.009	0.6229	0	0
1.496	4.011	0.07472	0.9927	0.6229	2.043	0.8152	0.615
0	0	1.548	2.295	1.246	0	2.288	3.29
0.4288	1.477	2.135	6.618	0	0	0	0
0	0	4.003	0.491	0	0	4.348	1.788
5.193	1.191	0.6404	1.494	0.6229	0	1.43	0
0	0	3.608	3.288	0	0	0.6579	2.975
4.212	3.888	0	0	1.246	0	0	1.173
1.048	2.859	0	0	3.737	2.865	0	0
0	0	5.252	3.821	0	0	0	1.43
0	0	2.113	5.892	0.3364	2.155	0	0
0.5431	0.4097	6.33	1.868	0	0.3987	0	0.9154
0	0.9528	1.772	4.451	0	0.4111	0.2288	2.632
0.3144	0.6384	4.622	4.814	0	0	0	0
3.573	1.544	0	1.067	1.395	2.803	0	0
2.506	7.27	0	0	0	0.5731	0	0
0	0.3716	4.44	0	1.246	0	0.4005	3.89
1.953	2.716	0.4803	0.5871	0.5606	3.924	0	0
1.448	3.811	0	0.5337	0.01246	4.398	0	0
0.7146	1.591	2.22	3.031	0.4111	2.081	0	0.1144
1.372	3.278	0	0	1.794	3.663	0	0
1.467	0.4383	1.377	5.561	0.6727	0.5731	0	0
0	1.715	1.121	1.868	3.364	1.993	0	0
0	0	5.497	2.402	0	0	1.287	0.8582
0.9528	0	1.067	7.973	0	0	0	0
1.029	3.24	1.686	1.964	1.146	0.9219	0	0
0	0	2.861	4.462	0	0	1.173	1.43
0.9528	0	0.8005	1.761	0.436	0.1869	1.216	4.505
0	0	5.017	0.6404	0	0	2.503	1.645
2.887	0.4478	0.2348	1.9	2.492	1.831	0	0
0	0	4.344	4.003	0	0	0	1.43
0	0.4478	1.067	0	4.286	2.529	0.3147	1.116
0	0	0.3309	4.131	0	0	0	5.263
0	1.01	0	3.33	0	0.9717	0	4.377
1.353	1.658	0	1.686	1.557	3.426	0	0
0	3.43	0	0	1.943	4.286	0	0
5.917	3.687	0	0	0	0	0	0
0.3621	1.772	0.3949	4.942	0	0.1495	0.5435	1.43
0	0	2.402	3.149	0	0	0	4.005
1.458	0	4.739	3.33	0	0	0	0
0	0	4.483	2.348	0	1.246	0.6436	0.7866
0	0	3.053	2.434	0	0	2.66	1.316
0.324	6.994	0	2.135	0	0	0	0
0	0	1.334	3.426	0	0	2.889	1.774
0	6.155	0	0	0	3.264	0	0
0	0	1.334	3.789	0	0	1.287	3.004
0.7432	6.365	0	0	0.7101	1.557	0	0
1.706	5.345	0.459	0.6084	0	1.246	0	0
2.258	0.1239	0.3949	1.74	4.522	0.299	0	0
0	0	2.53	1.74	0	0.7724	3.747	0.5435
0	0	4.6	2.935	0	0	1.387	0.3576
0	0	2.935	3.469	0	0	0.3576	2.503
0	2.859	0	6.383	0	0	0	0
0	0	2.679	5.316	0	0	1.201	0
1.191	0.7337	2.466	0.8219	1.196	1.296	1.487	0
0	0	2.498	1.238	0	1.246	2.389	1.788
2.001	1.048	0	0	1.121	4.983	0	0
1.258	2.144	1.644	1.558	1.694	0.7973	0	0
0	0.9528	3.843	0.7472	0.6229	0	1.359	1.502
0.5908	0	1.27	2.935	0.2367	3.899	0.08582	0
0.2573	0.6956	2.38	5.582	0	0	0	0
2.03	5.593	0	0	1.246	0	0	0
0.05717	0.8957	0.06404	4.536	0	0	0	3.304
3.849	3.983	0	0.9927	0	0	0	0
0.9528	0	5.828	2.007	0	0	0	0
0	0	5.711	2.999	0	0	0	0
1.906	0	2.177	2.049	2.23	0.2616	0	0
0	0	1.003	3.266	0	0	1.344	2.946
0	0	3.618	2.017	0	0	2.303	0.5578
0	0	0.7579	7.248	0	0	0	0.4577
0	0.4574	0	3.715	0	0	0.7437	3.547
0.9528	0.8385	3.875	1.185	0	0	1.602	0
0	0.9528	1.868	5.604	0	0	0	0
0	2.401	0.5764	3.245	0	0	0	2.174
0.9528	1.906	1.42	0.7152	0.9344	0.8347	1.43	0
0	0	0	4.163	0	1.495	0	2.431
0	0.5145	3.021	1.783	0	0	2.746	0
0	0	0.4376	6.863	0	0	0	0.7151
1.258	2.554	0	0	3.227	0.9344	0	0
0	0	4.056	1.067	0	0	2.503	0.2861
0	0.03811	1.686	0.4483	0	0	4.82	0.9011
1.401	3.097	0	0	0	3.389	0	0
0	0	4.366	3.32	0	0	0.1716	0
0	3.402	0	0	1.246	3.202	0	0
0	0.5717	2.829	0.1601	0	1.993	0.5006	1.788
0	0.02859	3.17	2.604	0.5855	0	0	1.43
0.7432	0.2096	1.932	1.772	0	3.152	0	0
0.3716	1.248	1.334	1.719	1.557	0.137	0	1.43
0	0.3144	6.138	1.345	0	0	0	0
0	0	1.249	5.113	0	0	0.7723	0.6579
0	0	2.935	1.612	0	0	0.0143	3.218
0	0	2.274	1.185	0	0	1.273	3.018
2.525	0	1.067	0	0.7475	0.4983	1.43	1.43
2.973	0.8385	0	0	0.6229	3.264	0	0
0	0	0	2.135	1.246	0	2.474	1.788
1.906	1.906	0	0	3.737	0	0	0
1.915	0.2382	0	0	4.647	0.6603	0	0
0	0	0.8005	1.046	0	1.296	1.101	3.189
0.6575	0.2954	4.942	1.526	0	0	0	0
1.191	0.2382	2.668	0	0	1.869	1.43	0
0	0.4192	4.27	0	2.641	0	0	0
0	0	7.13	0	0	0.1495	0	0
0	0	3.202	2.54	0	0	0.5292	0.9011
0	0	5.006	0.7685	0	0	1.387	0
1.039	1.991	0	1.601	0	1.246	0	1.201
1.906	0	0	0	2.18	1.557	1.43	0
0	0	0.06404	6.938	0	0	0	0
0	0.2096	2.071	3.266	0	0	0	1.43
0.1906	0.7623	0.2668	1.388	1.744	2.616	0	0
0	0	1.772	1.868	0	0	0	3.318
0.4764	0	3.864	2.54	0	0	0	0
0	0.8099	0.6404	2.562	0	0	0.2861	2.574
1.772	1.906	0.95	2.017	0	0.1744	0	0
0	0	5.07	0.3095	0	0	1.015	0.4148
0	0	4.024	1.356	0	0	0	1.43
0	0	1.334	4.536	0	0	0.8868	0
0	0	3.085	0.8005	0	0	1.788	1.073
1.429	1.906	0	0	0.7599	2.629	0	0
0	0	0.6725	0.3949	1.246	0	1.616	2.675
0	0	1.868	1.868	0	0	0	2.861
1.191	0.5717	0	0	1.869	1.495	1.43	0
2.182	0.2763	0	1.516	0.7226	1.819	0	0
0	0	2.999	3.469	0	0	0	0
0.3144	4.278	0	0	0.5232	1.345	0	0
0	0.9528	2.775	0	0	1.246	1.43	0
0.7242	1.906	0	0	1.844	1.894	0	0
1.229	2.544	0	0	1.819	0.7226	0	0
0	0	3.672	2.636	0	0	0	0
0	0.9528	5.337	0	0	0	0	0
3.373	1.029	0	0	0.6727	1.196	0	0
0.01906	0.9338	2.626	2.69	0	0	0	0
0	0	2.999	1.804	0	0	0.3862	1.044
0	0	0.8753	1.067	0	0	0	4.291
0	1.429	3.725	0.5444	0.5232	0	0	0
3.573	2.62	0	0	0	0	0	0
0	0	0.3095	2.893	0	0.04983	0	2.861
0	0	4.024	0.8219	1.246	0	0	0
0	0	1.067	0.918	0.8472	0.3987	2.403	0.4577
0	0.3049	0.4376	0.6298	0	0.3987	1.43	2.861
0.3049	1.296	0.918	1.217	0.3987	1.919	0	0
0	2.801	2.338	0.8646	0	0	0	0
0.3716	0.5812	0.95	1.185	0	0	1.273	1.588
0	0	1.195	0	0	0.5482	4.091	0
0	0	1.334	0.5444	0	0	3.204	0.7437
0	0.8766	0.7578	1.377	0	0	0.3004	2.446
0	0	3.875	1.857	0	0	0	0
0	1.486	0.6618	0.9393	0	2.641	0	0
0	0	0	0	0	0	1.759	3.962
1.191	0.0667	0.5337	3.928	0	0	0	0
0	0.7242	0.01067	2.124	0	0	0.0143	2.846
0.2763	0.6765	3.554	1.206	0	0	0	0
0	0	0.9713	1.868	0	0	2.603	0.2574
0.9528	0	0	4.718	0	0	0	0
0	0.3811	0.8539	1.708	0	0	0.4291	2.288
0	1.982	0	1.067	2.068	0.5232	0	0
0	0	0	3.715	0	0	0	1.888
0	0.03811	0	3.458	0	0.6727	0	1.43
0.2382	0.7146	1.067	2.135	0	0	0	1.43
0.9528	0	0.06404	2.071	0.6977	1.794	0	0
0	0	0	0	0.7724	0.4734	0.3719	3.919
0	0	0.8646	0.2668	0	0	2.317	2.06
0.4764	0.5908	0	0.6618	2.791	0.9468	0	0
1.191	0.7146	1.067	0	0.3115	2.18	0	0
1.096	1.191	0	0	1.993	1.121	0	0
0	0	1.195	1.345	0	0	0	2.861
0.162	0.7909	1.964	1.238	0.8347	0.4111	0	0
0.9528	0.9147	1.292	0.8432	0	0	0	1.373
0	0	0	1.067	0	0	1.931	2.36
2.468	1.82	0.1815	0.8859	0	0	0	0
0	0	3.747	1.59	0	0	0	0
0	2.287	0	0	0	2.99	0	0
0.2954	1.725	0	0.06404	0.3862	2.803	0	0
1.067	1.906	0	0	1.009	1.246	0	0
0.8385	0.1143	1.345	2.925	0	0	0	0
0	0.2001	1.025	1.11	0	0	2.803	0.05721
0.3049	2.554	0	0	0	2.292	0	0
0.05717	1.849	0.8005	2.402	0	0	0	0
0	0.8004	1.356	2.914	0	0	0	0
0.3811	0.5717	2.668	0	0	0	0	1.43
0	0	2.476	1.067	0	0	0.1287	1.302
1.667	0.3526	0	2.946	0	0	0	0
0	0	0.9607	0.8539	0	0	3.147	0
0	0	0	0	2.068	2.878	0	0
0.3144	2.22	0.8859	0.2668	0	1.246	0	0
2.468	0.08576	2.327	0	0	0	0	0
0	0	0.6511	0.95	0	0	0	3.261
0	0	1.067	0	0	0	0	3.776
0	0	0	1.943	0	0	1.43	1.43
0	0.2287	0.8112	3.715	0	0	0	0
0	0.4383	1.74	2.53	0	0	0	0
0	0.8957	1.868	1.932	0	0	0	0
0	0	2.327	2.306	0	0	0	0
0	0	0.8539	2.348	0	0	0	1.43
0	0	2.135	1.067	0	0	0.8725	0.5578
0	0	1.921	1.281	0	0	1.43	0
0	0	1.11	2.092	0	0	0	1.43
0	0	2.252	2.359	0	0	0	0
0.4669	1.877	0.523	0.5444	0	1.196	0	0
0.9528	0	1.153	0.982	0	0.04983	0.4148	1.015
0	0.2668	0	1.751	0	0	0.5578	1.988
0	0.01906	2.359	0.8005	0	0.6478	0.6865	0
0	0	1.857	1.879	0	0.7724	0	0
1.906	0	0.02135	1.046	1.196	0.3364	0	0
0	0	4.43	0.05337	0	0	0	0
0	0	2.935	0.1174	0	0	1.23	0.2002
0	0	1.302	0	0	0	1.831	1.344
0	0	0.8219	0.7792	0	0	1.101	1.759
0.4859	0	2.679	0	1.246	0	0	0
0	0	1.569	1.035	0	0	1.387	0.3576
0.324	0.6289	0	1.067	0.6229	0	1.43	0.2574
0.2001	1.667	0	0	0	2.442	0	0
0	0	3.127	1.163	0	0	0	0
0	0	3.843	0.427	0	0	0	0
0	0	2.604	1.665	0	0	0	0
0	0	1.943	2.327	0	0	0	0
0	0.5145	2.402	1.334	0	0	0	0
1.239	1.62	0	0	0.9967	0.3737	0	0
0	0	1.836	2.37	0	0	0	0
0	0.9624	0.982	0.08539	1.146	0.3115	0.7151	0
0.2382	0.848	0	1.067	2.043	0	0	0
0.4859	0.4669	0.555	1.58	0	0	0	1.087
0	0	0	0	1.233	0.01246	2.846	0.0143
2.668	0.1906	0	0	1.121	0.1246	0	0
0	0	2.316	0.3522	0	0	1.43	0
0	0	0.8646	0.2028	0	0.07475	0.4434	2.503
0	1.22	0	0	2.492	0.3239	0	0
0	0	0	0	0	0	1.302	2.732
0.2001	1.667	0.982	1.153	0	0	0	0
0	0	1.334	1.622	0	0	0.6865	0.3576
0	0	1.035	2.935	0	0	0	0
0	0	3.928	0	0	0	0	0
0	0	0.4803	0.5871	0	0	2.002	0.8582
0	0	0	1.067	0	0	0.472	2.389
0	0	1.067	0	0	0	0.5149	2.346
0	0	1.067	0	0	0	2.489	0.3719
0	0	0.7365	0.3309	0	0	1.702	1.159
0	0	2.935	0.8005	0	0.1744	0	0
0	0	1.046	0	0	0	0.7437	2.117
0	0	1.142	2.06	0.6977	0	0	0
0	0.9528	1.612	1.334	0	0	0	0
0.9528	0	0.4483	1.238	1.246	0	0	0
0	0	0	1.003	0	0	1.344	1.516
1.525	0	1.067	0	0.8098	0.436	0	0
0.9243	1.667	0	0	1.246	0	0	0
0	0	0	2.135	0	0	0	1.702
0	0.9719	1.868	0.2455	0	0	0	0.7437
0.5908	2.82	0	0	0	0	0	0.4148
0	0	0	1.067	0	0	0	2.746
0.3621	1.906	0.9286	0.1388	0.4734	0	0	0
0.8385	0.5908	0.9286	0.6725	0	0.7724	0	0
0	0	0.09607	3.448	0	0	0.2574	0
0	0	0	3.757	0	0	0	0
0	0	2.263	1.473	0	0	0	0
1.191	1.458	0	1.067	0	0	0	0
0	1.906	0	0	0.8596	0.9344	0	0
0	0.03811	1.558	0	0	0	0.6579	1.43
0	0.4764	2.402	0.8005	0	0	0	0
0.5526	0	0.8005	2.316	0	0	0	0
0.9528	0	0.6404	0	0.3737	0.2492	0	1.43
0	0	0	2.348	0	0	0.5721	0.7151
0	0	0.7685	0	0	0	0	2.861
0	1.162	1.035	1.099	0	0.2741	0	0
0	0	0	2.135	0	0	0	1.43
0	0	0.7045	1.43	0	0	0.1144	1.316
0	0	0.523	1.612	0	0	0	1.43
0.5908	0	2.797	0	0	0	0.1716	0
0	1.429	0	0.9607	0	1.121	0	0
0	0	0.4483	1.686	0	0	0	1.373
0	2.573	0	0	0	0.9219	0	0
0	0	0	1.067	0.9966	0	0.6436	0.7866
1.849	0.9719	0	0	0.598	0	0	0
0	0.09528	0	1.281	0	0	1.073	0.9297
0	0	1.388	1.975	0	0	0	0
0.1715	0	0.07472	0.459	0	0	0.8152	1.788
0.9528	0	0	1.067	1.246	0	0	0
0.9528	0	1.067	1.067	0	0	0.1716	0
0	0.8957	0	0	0	0.897	1.387	0.04291
0	0	1.686	1.516	0	0	0	0
0	0	0.6938	2.508	0	0	0	0
0	0	0.7365	2.466	0	0	0	0
0	0	2.017	1.185	0	0	0	0
0	0	1.548	1.654	0	0	0	0
0	0	2.135	1.067	0	0	0	0
0	0	2.37	0.8326	0	0	0	0
0	0	0.9713	2.231	0	0	0	0
0	0	2.135	1.067	0	0	0	0
0	0	1.099	2.103	0	0	0	0
0	0	1.644	1.558	0	0	0	0
0.5145	1.391	0	0	0.6727	0.5731	0	0
0.9528	0	1.014	1.121	0	0	0	0
0	0	2.871	0.2028	0	0	0	0
0	0	0.555	0	1.532	0.9593	0	0
0	0	0.982	0.6191	0	0	0.472	0.9583
0	0.5241	0	1.067	0	0	1.43	0
0	0	0.5657	1.334	0	0	0	1.116
0	0	1.921	1.067	0	0	0	0
0	0	0.6191	2.359	0	0	0	0
1.172	0.7337	0	1.067	0	0	0	0
0	0	0	0	0	0	1.602	1.344
0	0	2.946	0	0	0	0	0
0	0	0.7152	0.8005	0	0	0.2431	1.187
0.6289	0	0.09607	0.9713	1.246	0	0	0
0	0	0	0.4056	0	0	0	2.517
1.639	0.9528	0	0	0.2741	0	0	0
0	0	0	0	0	0	1.43	1.43
0	0	0	0	0	0	0.7437	2.117
0	0	0	0	0	0	1.902	0.9583
1.201	1.658	0	0	0	0	0	0
0	1.906	0.8753	0	0	0	0	0
0	0	0.02135	2.071	0	0	0	0.6865
0	0	0	0	0	0	0.9583	1.788
0	0	2.071	0	0.6229	0.03737	0	0
0	0	1.377	1.334	0	0	0	0
0	0	1.697	0.982	0	0	0	0
0	0	2.316	0.3522	0	0	0	0
0	0	1.195	0	0	0	0.2717	1.159
0.2859	0.1906	1.921	0.2135	0	0	0	0
0	1.01	0	0	0.6603	0.9344	0	0
0	0	0	1.067	0	0	1.287	0.143
0	0	0	1.067	0	0	0.5006	0.9297
0	0	0	1.067	0	0	0.3719	1.058
0	0	0	1.067	0	0	0	1.43
0	0	0	1.067	0	0	0	1.43
0	0	0.7152	0.3522	0	0	0.9583	0.472
0	0	0.6191	0.4483	0	0	0.1144	1.316
0	0	0	0	1.171	1.321	0	0
0	0	0	0	1.483	1.009	0	0
0	0.1715	0.9927	0.07472	1.159	0.08721	0	0
0.505	0.4478	0	0	1.52	0	0	0
0	0.5241	0	0	0	1.931	0	0
0	0	0.95	1.484	0	0	0	0
0	0	0.8539	0	0	0	1.573	0
0.8766	0.07623	0	0.7258	0	0	0.6007	0.1144
0	0.2573	0	2.135	0	0	0	0
0	0	1.324	1.067	0	0	0	0
0.3335	0.6193	0	0	0	0	0	1.43
0	0	0.9393	0	0	0	1.43	0
1.906	0.4574	0	0	0	0	0	0
0	0.4764	0.8753	0.1921	0	0	0	0.8152
0	0	2.135	0	0.1993	0	0	0
0	0	0	1.067	0	1.246	0	0
0	0	1.067	0	0.9344	0.3115	0	0
0	0	0	1.067	0	1.246	0	0
0	0	0	0	0	0.7973	1.273	0.1573
0	1.591	0	0	0	0.6229	0	0
0.04764	0.9052	0	0	0.6852	0.5606	0	0
0	0.7813	0	1.409	0	0	0	0
0.3526	0.6003	0.4056	0.7899	0	0	0	0
0	0	0	2.135	0	0	0	0
0	0	1.174	0.9607	0	0	0	0
0	0	2.135	0	0	0	0	0
0	0	0.2135	1.921	0	0	0	0
0	0	0.5337	1.601	0	0	0	0
0	0	0.3843	1.751	0	0	0	0
0	0	0.5337	1.601	0	0	0	0
0	0	0.7685	1.366	0	0	0	0
0	0	1.067	1.067	0	0	0	0
0	0	0.4376	1.697	0	0	0	0
0	0	0.4163	1.719	0	0	0	0
0	0	1.067	1.067	0	0	0	0
0	0	1.067	1.067	0	0	0	0
0	0	1.067	1.067	0	0	0	0
0	0	1.057	1.078	0	0	0	0
0	0	0	0.5764	0	0	0	1.545
0	0	0	0.6831	0	0	1.43	0
0.667	0	1.441	0	0	0	0	0
0	0	0	0	0.5108	1.557	0	0
0	0.9528	0	0	0	1.084	0	0
0	0	0	0.5337	1.246	0.2492	0	0
0	0.9528	0	1.067	0	0	0	0
0	0.9528	0	1.067	0	0	0	0
0	0.9528	1.067	0	0	0	0	0
0	0.9338	0.7792	0.2882	0	0	0	0
0	0	0	0.7472	0	1.246	0	0
0	0	0.09607	1.868	0	0	0	0
0	0	1.238	0	0	0	0.7151	0
0	0	0.5123	0	0	0	0.3862	1.044
0	0	0	0	0.4983	0	1.216	0.2145
0	0	0.8539	1.067	0	0	0	0
0.4764	0	0	0	0	0	0	1.43
0	0	0	0	0	0	1.43	0.472
0	0	1.644	0.2562	0	0	0	0
1.858	0	0	0	0	0	0	0
0	0	1.857	0	0	0	0	0
0	0	0.427	0	0	0	0	1.43
0.9528	0	0	0	0	0.897	0	0
0	0	1.334	0.5123	0	0	0	0
0	0	0.2242	0.8432	0	0	0.7723	0
0	1.829	0	0	0	0	0	0
0	0.7242	0	0	0	0	0	1.087
0	0	1.067	0	0	0	0	0.7151
0	0	1.751	0	0	0	0	0
0	0.9528	0.7792	0	0	0	0	0
0.2096	1.486	0	0	0	0	0	0
0	0	0	0	1.694	0	0	0
0	0	0	1.067	0	0.6229	0	0
0	0	0	1.686	0	0	0	0
0.07623	0.8766	0.7152	0	0	0	0	0
0	0.6003	0	1.067	0	0	0	0
0	0	0	1.067	0	0.5855	0	0
0	0	0.7045	0	0	0	0.944	0
0	1.639	0	0	0	0	0	0
0	0	1.067	0.459	0	0	0.1001	0
0	0	0	1.601	0	0	0	0
0.5336	0	0.2028	0.8646	0	0	0	0
0	0	0.1494	0	0	0	0	1.43
0.2573	0.7146	0	0	0.598	0	0	0
0	0	0	0	0	0	1.545	0
0	0.4383	1.067	0	0	0	0	0
0	0	0	0.07472	0	0	1.173	0.2574
0	0	0.8753	0	0	0.6229	0	0
0	0.08576	1.238	0.1708	0	0	0	0
0	0.4002	1.067	0	0	0	0	0
0	0.3811	0	1.067	0	0	0	0
0	0	0	0	0	0	1.273	0.1573
0	0	0	0	0	0	0.5006	0.9297
0	0	0	0	0	0	0.3576	1.073
0	0	0	0	0	0	0	1.43
0	0	0	0	0	0	1.43	0
0	0	0	0	0	0	0	1.43
0	0	0	0	0	0	0.758	0.6722
0	0	0	0	0	0	0	1.43
0	0	0	0	0	0	0	1.43
0	0	0	0	0	0	1.43	0
0	0	0	0	0	0	0.2574	1.173
