groseq_dht.plus	groseq_dht.plus	groseq_dht.minus	groseq_dht.minus	groseq_dmso.plus	groseq_dmso.plus	groseq_dmso.minus	groseq_dmso.minus
2.897	0.4002	3.384	6.714	0	1.246	4.048	10.31
1.839	3.878	9.831	11.26	0.2242	1.022	0	0
0	0	9.308	10.97	0	1.246	2.861	2.546
5.441	4.088	4.782	9.777	1.644	0.8472	0	0
0	0	5.401	11.83	0	0	1.673	7.309
9.443	6.47	0	0	4.273	4.248	0.1287	1.302
3.364	5.002	6.106	2.017	4.634	3.737	0	0
0	0	7.707	5.828	0	0	4.963	6.336
1.429	0.9528	4.27	8.005	0.9344	0.3115	0	6.436
0.4288	0.9052	13.45	2.882	0	0	4.291	0.2861
0.1429	2.144	4.109	4.43	0.1246	0	4.291	6.15
0.9528	0.4192	8.422	6.586	0	0	2.775	2.231
3.869	3.621	9.809	1.185	1.345	0.9717	0	0
0	0	6.671	9.34	0.3115	0.9344	0.7151	2.145
2.859	1.753	8.07	4.142	0	2.492	0	0
2.43	3.859	3.095	1.067	3.239	4.485	0.5721	0
3.344	5.708	4.547	2.647	2.492	0	0	0
1.41	2.935	3.608	1.089	3.762	5.631	0	0
0.4764	4.288	7.739	5.604	0	0	0	0
0.2763	2.106	8.272	4.771	0	1.246	0	0
0	0	7.13	9.03	0	0	0	0
0.848	0.1048	6.757	8.422	0	0	0	0
0	1.982	2.487	6.671	0	4.983	0	0
0.4002	0.7146	4.91	5.593	0	0	0.6007	3.69
2.839	6.689	0	1.067	1.196	3.762	0	0
1.162	4.764	3.768	0.1494	3.7	1.769	0	0
0	0.667	3.736	3.736	1.744	2.616	2.717	0
0.7623	0.1906	8.219	2.989	0.3737	0.8721	0	0
0	0	5.316	3.48	0	0	2.374	2.145
0	0.343	9.276	0.6725	0	1.246	1.33	0.1001
2.382	1.029	4.184	4.974	0	0	0.05721	0
0.4097	0.5431	2.402	6.522	0	1.246	0	1.43
0.3335	0.8099	2.402	7.205	0	0	0	1.43
0	0	5.422	5.166	0	0	0.4148	1.015
0	0	0.2135	4.59	0	0	1.001	5.721
0	1.906	1.003	1.665	0	0	1.344	5.092
0	2.001	4.376	4.27	0	0	0	0
0	0	4.846	3.159	0	0	1.058	1.073
0	0	6.298	3.65	0	0	0	0
0	0	3.405	6.202	0	0	0	0
0	1.906	0	1.067	2.803	3.65	0	0.08582
0.5241	4.145	1.014	2.081	0.8721	0.3737	0	0
0.6765	0	3.949	4.366	0	0	0	0
0	0.324	1.356	7.205	0	0	0	0
3.249	2.315	0	0	2.267	1.046	0	0
1.639	0	0.5977	2.604	0.03737	3.775	0	0
0	0.9528	4.536	2.935	0	0	0	0
0	0	1.601	2.274	0	0	0	4.448
0	0.1334	5.668	1.654	0	0.1744	0	0
1.191	4.888	0	0	0	1.146	0	0
0	0	5.444	1.708	0	0	0.07151	0
1.944	1.467	2.177	1.558	0	0	0	0
0.7146	0.9243	1.868	2.103	0	0.3488	0	1.116
1.849	1.963	0	0	1.246	1.769	0	0
0.9528	1.086	1.292	2.978	0	0.3987	0	0
0	0.2859	3.416	2.989	0	0	0	0
1.058	0.848	0.7685	0.95	0.2741	2.703	0	0
0	0.9528	5.006	0.3522	0	0	0	0
0	0.4955	1.889	2.38	0	0	0	1.43
0.2954	1.61	0.3309	3.939	0	0	0	0
0.829	0.1239	1.067	3.736	0	0	0	0
0	0	1.868	3.811	0	0	0	0
0.9528	0.9528	2.935	0.7578	0	0	0	0
0	0.03811	1.462	3.917	0	0	0	0
0.8671	0.8671	0	0	0	3.289	0	0
0	0	3.053	1.836	0	0	0	0
0	0.01906	2.978	1.804	0	0	0	0
0	0.8576	2.306	1.516	0	0	0	0
0	0	0.6725	0.3949	0	0	2.317	1.259
1.058	0	1.42	2.135	0	0	0	0
0	0.848	1.868	1.868	0	0	0	0
0	0.07623	1.516	2.754	0	0	0	0
0	0.9528	2.135	0	0.09966	1.146	0	0
0	0	2.402	1.868	0	0	0	0
0	0.7623	0.6404	1.815	0	0	1.001	0
0.9147	0	2.359	0.7578	0	0	0	0
0	0	2.22	1.516	0	0	0	0
0	0.4764	1.121	2.081	0	0	0	0
0	0	1.868	1.42	0	0	0	0
0.9528	0	0.0427	1.025	0	0	1.015	0
1.906	0	0.01067	1.057	0	0	0	0
0	1.143	1.494	0	0	0	0	0
0	0	0	2.54	0	0	0	0
0	0	1.697	0.4376	0	0	0	0
0	0	1.334	0.7792	0	0	0	0
0	0.3049	0	0	0.2242	0	0.1001	1.33
0	0.2382	0	1.067	0	0	0	0
0	0	1.302	0	0	0	0	0
0	0	0	1.185	0	0	0	0
0.4669	0.7146	0	0	0	0	0	0
0	0	0.2989	0.7685	0	0.03737	0	0
0	0	0.7365	0.3309	0	0	0	0
0	0	1.067	0	0	0	0	0
0	0	0.8219	0.2455	0	0	0	0
0	0	1.067	0	0	0	0	0
0	0	1.067	0	0	0	0	0
0	0	0.6404	0	0	0	0	0
0	0	0.2348	0	0	0	0	0
32.22	50.91	2.007	1.067	23.01	52.51	0.3147	0
26.06	45.88	17.24	18.31	8.285	14.51	0.5721	0.143
40.53	49.64	4.739	1.003	11.45	12.3	1.43	0
21.17	35.86	10.61	4.867	9.929	13.59	4.877	5.807
18.34	22.8	14.12	15.79	11.2	8.733	6.508	8.281
34	13.16	0	1.772	26.24	12.78	1.902	1.201
43.11	28.13	3.202	0	6.428	4.086	1.43	0
1.658	17.61	14.11	18.38	0.9468	3.737	9.669	7.523
19.68	10.66	2.434	8.539	19.16	0.3488	1.788	6.479
6.193	1.086	28.74	3.981	4.809	0.9717	16.82	2.346
10.88	10.56	4.077	4.366	5.32	6.005	7.409	4.748
7.785	4.278	16.11	8.998	1.208	0.03737	5.006	6.837
18.82	16.87	0.4803	0	5.98	6.852	0	0
15.32	15.57	0.5337	0	7.101	8.721	0	0
19.01	13.64	2.167	0	3.314	5.369	0	1.387
7.909	12.36	4.419	1.868	5.843	3.015	6.279	1.273
12.68	8.89	10.6	8.443	0	0	0.6007	1.545
25.25	6.689	1.793	0	3.737	0	1.402	1.802
0	0	9.148	8.208	0	0	16.2	6.136
2.906	5.574	9.18	11.53	0	0	3.218	4.648
2.03	5.593	6.116	4.408	1.782	2.778	8.253	6.05
5.431	4.278	2.338	8.742	1.246	0	9.311	4.72
9.738	19.72	1.644	0	1.557	2.753	0.3862	0
12.25	12.69	1.505	0	4.074	2.043	2.474	0
0.7813	2.859	11.73	8.763	2.803	1.333	1.073	3.676
2.773	8.642	1.772	2.668	2.28	3.625	4.405	5.978
2.925	10.93	6.127	5.572	0.299	0	1.774	2.861
8.052	5.765	1.067	1.067	6.042	5.17	1.43	0
2.506	23.85	0.8326	0	0	0.6229	0	0
0.009528	4.726	5.881	2.658	2.168	0.3239	5.721	5.721
13.37	6.203	1.932	1.356	2.18	1.557	0	0
0.8385	0	8.945	4.547	1.096	0	3.046	6.965
2.849	1.915	4.024	5.604	0.4734	0	5.178	5.378
5.488	7.47	0	0	4.46	5.606	0	1.43
4.44	2.077	5.689	5.7	0	0	4.891	0.6007
11.09	7.709	0.7792	0	2.492	0	0	0
10.09	6.47	4.142	0	0	1.246	0	0
9.357	8.576	0	0.7685	1.208	1.283	0	0
1.696	2.325	2.53	6.842	1.906	0.9344	1.788	2.818
0.3621	2.725	2.007	1.345	1.246	0.1495	10.23	2.675
3.907	13.13	0	0	0.897	1.595	0	0
7.146	10.24	1.601	0.5337	0	0	0	0
12.91	3.383	0	0	2.492	0	0	0.5721
6.641	11.5	1.025	0	0	0	0	0
12.82	1.763	0	0	3.8	0.1869	0	0
5.708	5.955	1.42	0.1815	2.479	1.258	0.6007	0
2.859	0	4.27	3.394	0	0	2.76	3.933
4.116	0.05717	4.878	4.665	0	0.6977	1.344	1.43
7.918	5.422	0.6618	1.857	0	0	0.1716	0
4.859	1.429	1.228	4.536	1.246	0	1.716	0.4291
5.822	7.042	0	1.067	0	0	0	0
1.667	12.15	0	0	0	0	0	0
4.745	2.878	0	0	3.077	2.504	0	0
3.144	1.81	0	0	4.921	2.803	0	0
3.64	3.64	1.217	1.067	1.644	0	0	1.43
9.138	3.402	0	0	0	0	0	0
6.994	3.087	0	0	2.081	0.2118	0	0
1.868	3.592	0	0	3.787	3.115	0	0
1.572	9.7	0.7152	0	0	0	0	0
5.669	1.953	0	0.427	1.433	1.059	0.9297	0.5006
1.134	4.05	0	0	2.579	4.198	0	0
0.9528	3.202	0	0	3.463	2.591	0	0
0	0	5.561	1.654	0	2.492	0	0.3433
0	0	4.27	2.85	0	0	2.303	0.5578
1.791	6.784	0	0	1.208	0.03737	0	0
1.334	1.477	6.084	0.8539	0	0	0.07151	0
4.402	2.268	0	0	2.417	0.6229	0	0
0.7432	3.545	1.868	0.2562	0.3239	1.557	1.402	0
0.7242	4.212	2.113	1.089	0	0.598	0	0
2.382	3.811	0	1.067	0	1.246	0	0
0.9243	0.02859	3.469	0.03202	0	0	3.976	0
0.7146	4.526	1.622	0	0	1.246	0	0
3.335	1.906	0	0	2.492	0	0	0
0.686	1.486	1.9	1.537	0	0	0.3576	1.387
1.639	0.4955	0	0	2.791	1.894	0	0
1.039	2.792	0.6298	0.4376	0	0	0.8438	0.5864
0.667	4.097	0	0	0.436	0.8098	0	0
2.973	2.973	0	0	0	0	0	0
4.05	1.667	0	0	0	0	0	0
0.01906	1.887	0.06404	1.067	0	1.221	1.43	0
1.944	2.859	0	0	0.5731	0	0	0
0.9528	0	0	0	4.385	0	0	0
1.667	3.592	0	0	0	0	0	0
1.572	2.811	0.7472	0	0	0	0	0
0.4764	1.963	2.402	0.2028	0	0	0	0
3.03	0	0	0	1.669	0	0	0
3.211	1.324	0	0	0	0.1495	0	0
4.469	0.181	0	0	0	0	0	0
1.02	2.249	0.8753	0.1921	0	0	0	0
0	1.258	1.334	0.459	0.7101	0.5357	0	0
0	0	0	0	0	0	4.291	0
0.4193	3.84	0	0	0	0	0	0
3.945	0	0	0	0	0	0	0
3.783	0	0	0	0	0	0	0
0.324	2.058	0.1815	0.8859	0	0	0	0
0.6956	0.2573	0	0	0.5731	1.919	0	0
0.8671	1.667	0.8005	0.09607	0	0	0	0
0.3144	1.753	0	0	1.246	0	0	0
0.9528	2.268	0	0	0	0	0	0
0.3621	0.7146	2.135	0	0	0	0	0
0	0	0.2135	2.989	0	0	0	0
1.906	0	0	0	0.6603	0.5855	0	0
1.191	0.181	1.003	0	0	0	0.6293	0
0.5622	1.344	0.6298	0.4376	0	0	0	0
0.5526	0	2.306	0	0	0	0	0
0.686	0.2668	0.5657	1.067	0.03737	0	0	0
0.5336	1.372	0.7045	0	0	0	0	0
0.3526	0.6003	0	0	0	1.246	0	0
0	1.982	0	0	0	0.09966	0	0
0.4478	0.505	0	0	0	0	1.116	0
0.9528	0	0.459	0.6084	0	0	0	0
0	0.9528	0	1.067	0	0	0	0
1.906	0	0	0	0	0	0	0
0.9528	0.9528	0	0	0	0	0	0
0.9528	0	0.6298	0	0	0	0	0
0	0.9528	0.5337	0	0	0	0	0
1.201	0.1143	0	0	0	0	0	0
0	0	0	0	0.1121	1.134	0	0
0	0	0.8753	0	0	0	0.2288	0
0	0.5526	0	0.5337	0	0	0	0
0	0	1.067	0	0	0	0	0
0	0	0.8859	0.1815	0	0	0	0
0	1.058	0	0	0	0	0	0
0.5526	0.4002	0	0	0	0	0	0
0.667	0.2859	0	0	0	0	0	0
0.6003	0.3526	0	0	0	0	0	0
0	0.9528	0	0	0	0	0	0
0.8194	0.1334	0	0	0	0	0	0
0	0	0.8432	0	0	0	0	0
0	0	0.2989	0	0.04983	0	0.05721	0
0	0	0.3416	0	0	0	0	0
0	0	0	0.1708	0	0	0	0
75.42	92.43	73.19	35.09	77	103.1	28.62	25.04
78.13	74.8	16.01	9.607	107.1	94.06	1.788	0.3576
0	0.7623	117.1	62.12	0	1.246	123.4	76.16
0	0.6003	132.5	11.86	0	1.246	144.1	19.07
0	0	61.7	48.14	0	0	79.45	65.29
0	0	64.99	37.43	0.7849	1.707	61.21	39.82
7.432	25.4	7.717	75.39	8.297	14.92	4.419	57.6
0	0	31.61	65.12	0	0	29.42	71.18
0	0.5908	10.55	78.86	0	0	3.919	98.34
11.39	9.1	30.31	54.22	5.98	2.242	29.46	37.33
2.192	12.01	40.03	16.65	17.19	19.31	42.41	28.25
2.23	2.697	27.66	28.33	2.803	0.3115	52.58	51.02
19.68	16.49	30.9	16.92	25.46	27.18	10.51	8.224
5.479	0.7146	23.6	30.58	2.94	6.702	29.86	48.06
25.68	24.44	18.73	9.66	23.61	17.13	13.37	8.224
1.486	1.849	27.68	37.5	0	1.246	31.37	38.2
0	0.9528	9.607	52.3	0.3115	0.9344	18.24	55.42
20.34	16.91	16.35	6.041	11.52	9.705	34.31	20.32
23.82	16.87	18.2	6.778	27.47	26.1	10.73	0.4291
2.859	2.153	50.84	36.58	0	0	21.68	14.19
38.28	31.99	14.89	11.77	16.72	10.37	0.4577	0
15.05	34.45	7.461	16.98	7.936	26.22	4.734	9.053
32.27	25.43	7.739	3.405	23.67	17.39	4.977	3.547
0	1.906	23.26	29.77	0	0	26.9	33.94
0	0.1048	26.73	24.28	0	0	32.41	29.35
1.963	0.9243	37.91	19.67	0	0	29.23	22.43
1.191	2.563	34.14	14.28	0	1.246	28.42	23.33
6.994	8.909	44.62	15.42	0.9344	4.335	7.566	8.882
11.29	21.2	5.55	3.949	13.02	22.24	5.292	9.44
1.525	1.715	10.83	40.08	0.4983	1.993	9.297	24.17
2.859	16.15	22.04	3.095	2.554	25.6	17.81	0
3.573	3.573	32.82	25.08	2.492	1.246	9.297	9.297
13.27	11.9	0.9927	1.142	23.45	28.08	4.548	3.719
31.71	26.39	2.668	6.532	10.91	7.774	0	0
1.21	0.7146	24.02	17.44	0	1.246	23.47	17.89
0.2096	2.496	37.02	24.51	0.897	0.3488	11.36	6.121
5.898	22.99	4.899	7.141	4.36	17.74	3.976	12.16
0	0.9528	17.28	29.83	0.2616	2.23	6.808	20.51
6.651	4.44	14.86	21.51	4.36	5.382	7.938	11.28
18.39	16.43	3.747	1.59	19.63	16.48	0	0
14.5	14.56	25.11	2.103	1.906	3.189	11.27	2.188
5.736	8.557	16.93	17.93	6.117	6.79	3.218	8.968
0	0	13.92	11.16	0	0	14.9	32.98
18.89	18.01	8.102	1.067	8.048	14.19	3.018	1.43
20.72	8.337	1.601	9.607	21.49	6.541	0	1.43
21.83	14.19	12.96	7.45	2.878	4.522	3.304	0.4434
0	0.5908	13.37	25.16	0	0	10.53	16.16
2.287	5.336	24.34	9.286	3.364	3.115	11.51	6.079
1.906	11.49	3.309	16.59	3.339	3.065	8.367	16.61
0.09528	0.9528	24.44	13.77	0	0	11.66	13.23
0	0	24.69	12.5	0	0	14.29	12.46
4.154	10.35	2.519	5.679	13.27	19.72	2.76	5.192
4.564	9.081	8.005	4.974	10.02	9.219	11.08	5.506
2.287	10.2	20.28	17.19	0	9.094	1.359	1.216
3.24	26.58	0.3202	0	3.675	26.72	0.4291	0
11.13	10.72	3.693	10.57	4.759	7.076	5.006	7.051
6.556	8.175	10.5	5.059	7.674	2.541	12.04	6.779
12.45	13.94	4.419	7.493	13.28	7.325	0	0
16.33	10.75	0	1.601	14.43	14.05	0	0
11	8.337	0.3095	3.875	10.6	14.21	6.136	2.56
1.944	6.708	21.88	12.51	2.23	1.557	7.323	2.632
4.593	7.861	9.831	9.916	4.074	4.049	7.838	8.539
1.734	2.859	24.76	16.78	0	2.242	5.392	2.503
0	0.5241	32.34	0.05337	0	0	18.02	5.22
11.91	13.92	5.55	1.868	9.07	6.516	5.321	1.058
7.594	5.403	4.729	8.763	16.02	6.665	1.173	4.849
0	1.906	23.22	8.593	0	0.8721	15.88	4.72
0.9528	0.2287	21.36	14.98	0	0	6.765	10.83
8.623	12.72	7.845	2.135	10.71	10.59	1.144	0.3576
0.3049	2.944	20.52	6.458	0.3987	3.339	13.36	6.794
1.486	2.325	8.208	17.17	3.152	3.002	5.549	13.04
8.861	11.87	3.266	2.135	13.63	13.88	0.08582	0
0	0	7.877	23.78	0	0	11.36	10.18
3.783	4.774	13.67	0.8326	6.852	3.787	16.88	1.816
0.5622	16.4	4.099	10.16	0	9.269	3.704	8.11
4.05	12.05	4.803	9.073	4.734	11.84	1.001	4.72
3.63	0.4478	17.91	16.84	4.161	4.485	2.017	2.274
9.852	4.421	7.547	11.09	6.989	2.529	2.045	6.794
5.164	10.67	0.8005	12.69	6.03	9.094	0	6.636
0	0.4192	10.28	16.88	1.246	0	11.89	10.28
6.098	7.175	8.134	4.142	3.339	7.786	9.669	4.634
6.651	9.147	2.263	7.344	5.943	9.63	3.275	6.708
8.814	9.767	2.935	4.803	12.77	11.84	0	0
0	0.8004	15.34	15.55	0	1.57	6.694	10.61
0	0	5.732	13.14	0	0	15.26	16.18
7.67	7.575	5.23	15.05	6.354	2.99	0.4291	4.863
7.861	11.67	2.135	1.067	12.15	15.26	0	0
1.658	0.2477	9.158	15.9	0	0	10.93	11.96
0	0	14.45	4.761	0.7724	0.4734	17.03	11.94
3.783	0.505	15.67	8.187	4.946	1.246	8.982	5.95
15.82	6.384	4.857	2.829	7.413	3.551	2.646	5.506
8.318	7.156	13.8	6.778	1.233	4.348	6.379	0.7723
8.452	14.23	1.067	0	11.67	13.22	0	0
0	0	18.67	4.003	1.644	1.47	17.86	4.906
14.04	2.039	4.921	0.4163	10.28	2.031	13.19	1.116
6.784	1.906	8.251	6.287	2.018	0.4734	10.2	11.97
0.6003	11.29	8.144	2.53	0	13.5	2.861	8.582
0.4002	0	15.19	14.95	0	0	6.207	10.73
8.032	5.002	4.953	5.721	10.22	6.229	2.274	4.877
0	0	9.703	23.96	0	0	6.393	7.194
0.2859	0	12.65	14.78	0	0	9.654	9.797
5.241	5.241	3.736	10.14	5.918	5.918	5.006	5.721
9.7	10.98	10.18	3.693	5.805	6.428	0	0
5.927	4.288	6.927	3.32	5.332	8.546	4.963	7.394
3.306	5.727	9.233	12.9	4.061	2.193	2.102	7.166
0	0.9528	11.41	11.35	0	1.246	10.84	10.87
0.9528	0	4.163	23.9	0	0.5357	1.23	15.63
2.62	3.23	8.005	9.297	0.9344	0.8472	7.652	13.8
0	0	20.87	13.31	0	0	9.626	2.474
12.16	11.17	0	0	5.307	17.62	0	0
11.15	17.06	0.3736	0.1601	10.15	7.226	0	0
17.62	2.506	0.5977	0	11.97	3.351	0.5435	9.125
4.755	17.3	0	1.067	5.793	14.7	0	1.43
5.06	5.479	8.005	1.195	6.466	2.33	11.17	4.992
0.2287	0.7242	13.48	15.87	0	0	8.868	5.392
10.62	6.908	8.272	1.868	8.908	7.786	0	0
9.862	7.385	6.564	2.508	4.921	5.295	5.435	2.288
5.479	13.91	1.067	1.067	10.46	11.21	0.9297	0
2.306	0.5526	17.39	8.849	0.09967	0	5.135	9.769
16.01	6.956	0.6298	1.505	10.99	6.628	0	1.201
0.9528	0.6479	6.106	28.73	0	0	0.615	6.536
0	2.496	16.22	11.76	0	0.6727	6.079	5.907
1.734	4.164	5.113	1.067	2.816	11.13	14	2.861
0	0	9.948	14.27	0	0	5.735	12.86
0	0.9814	8.326	10.33	0	0	6.88	15.99
1.429	0.6479	16.84	5.593	0.5357	2.404	11.46	3.561
12.55	16.72	1.067	2.113	3.451	6.092	0	0
0	0.7051	14.67	14.37	0	0	3.533	8.567
0.4859	2.411	18.62	1.046	4.373	1.856	10.27	2.489
6.536	12.46	6.895	1.644	5.793	6.64	1.044	0.3862
5.708	10.17	4.259	5.839	4.049	9.854	0.4148	1.015
0	0	24.04	11.61	0	0	4.391	1.159
3.802	3.573	13.31	3.597	1.732	4.971	9.64	0
6.193	12.81	0	0	11.92	9.431	0	0
3.573	2.525	18.57	14.41	0	0	0	0
5.698	5.231	2.935	0.2562	5.32	15.25	2.517	1.774
4.764	3.526	9.18	12.17	2.118	2.865	2.002	2.288
0	6.622	15.58	0.6938	0	6.665	7.866	0.143
11.66	5.469	1.612	2.636	5.93	8.696	0.7294	0.7008
0	0.9528	5.817	20.87	0	0	2.36	7.366
8.576	17.09	0.6191	0	4.161	6.852	0	0
1.496	0.4097	14.6	9.756	0.08721	1.159	5.106	4.591
6.279	10.3	2.156	3.352	2.94	8.098	0.2574	3.804
0.5431	0.4097	5.977	9.799	0	0	13.29	6.536
10.17	11.86	0	0	6.902	6.179	1.43	0
0.7909	1.344	20.78	4.302	0	0.7226	8.095	0.4863
0	0	12.53	5.486	0	0	11.9	6.579
10.2	4.459	2.733	0.8005	10.6	6.067	0.8009	0.6293
0	1.391	7.931	10.62	0.8845	1.557	1.917	11.5
4.193	9.262	1.964	3.074	2.529	7.512	2.946	4.119
0.1048	0.848	11.79	11.26	0	0	1.945	9.525
0	0.343	9.318	11.65	0	0	6.422	7.709
0	0	6.479	9.841	0	0	18.48	0.615
0.6575	1.61	16.1	12.3	2.105	0.3862	2.145	0
0	1.639	12.66	8.304	0	0	6.522	5.406
0	4.059	2.274	6.095	0	11.76	0.7723	9.554
0	0	6.661	6.725	1.196	1.246	5.478	13.06
8.633	4.345	3.811	4.195	0.9344	4.522	2.245	5.621
0	0	11.93	7.429	0	0	8.682	6.079
0	0.7432	15.58	7.002	0	0	7.552	3.175
10.3	7.385	2.22	7.408	1.221	3.139	0.7151	1.43
9.204	9.871	4.387	1.783	1.968	6.129	0.2002	0
0.9338	0	19.75	7.92	0	0	4.262	0
1.906	0.9528	20.81	2.668	0	0	5.006	1.43
0	15.25	0	0	0	17.44	0	0
10.8	11.98	0	0	3.115	6.752	0	0
0	1.534	10.86	16.14	2.143	0.3488	0	1.43
4.821	2.582	5.049	5.582	4.024	3.115	4.319	2.889
0	0	2.967	8.838	0	0	13.73	6.522
0	0	6.084	8.326	0.1246	0	10.23	7.08
1.029	0	21.36	8.037	0	0	0	1.373
0	0	3.544	3.544	0	0	7.981	16.59
6.527	6.193	0.05337	3.149	8.098	7.599	0	0
0.9528	0.9528	4.003	7.739	1.246	0	12.87	3.576
3.344	4.526	1.59	5.049	7.525	3.139	1.445	4.62
0	2.859	10.67	6.532	0	0	6.121	4.605
8.223	6.251	2.54	1.729	4.597	7.176	0	0
0	0	8.507	4.793	0	0.2242	13.59	3.261
0	0.9528	5.54	9.639	1.246	0	7.423	5.449
6.67	4.631	1.409	7.472	3.737	4.871	0	1.43
0	0	14.71	1.217	0	0	10.07	3.976
0	0	1.911	8.742	0	0	6.522	12.79
0	0	7.952	7.173	0	0	5.478	9.282
2.382	0.9528	11.47	10.94	3.115	0	0	0.7151
0	0.9528	15.16	2.028	0	1.246	9.511	0.6436
2.096	8.29	9.02	0.4803	3.177	2.305	4.005	0
3.011	1.105	0.8966	3.288	10.09	10.89	0	0
9.328	3.059	2.626	5.316	5.033	2.442	0	1.402
6.575	6.527	0.8539	2.348	6.354	3.613	1.788	0.8582
2.439	3.278	6.116	11.03	1.109	0.137	1.788	2.503
0	0	7.344	7.504	0	0	6.436	7.065
0	0.5526	11.24	3.64	0	0.09966	9.697	2.975
0	0.4764	9.073	8.539	0	0	4.291	5.621
5.307	1.667	4.91	10.72	4.448	0.9344	0	0
0	0	3.971	10.44	0	0	5.321	8.238
0	0	9.425	4.152	0	0	11.84	2.145
0	0	2.177	1.046	3.688	0	15.4	5.249
0	0.6098	3.031	13.79	0	0	6.922	3.089
0	0	9.073	9.895	0	0	3.576	4.877
1.906	0	9.777	8.219	4.535	0	1.43	1.43
0.2001	7.118	17.91	2.007	0	0	0	0
9.309	3.23	1.067	0	12.97	0.5855	0	0
0	0	7.376	12.46	0	0	1.073	6.079
0	2.944	1.195	12.31	0.9717	1.52	3.661	4.291
6.47	9.185	0	0	1.694	9.518	0	0
0	0	4.889	10.29	0	0	1.745	9.611
0	0	14.91	6.266	0	0	2.975	2.031
1.305	7.537	0.1281	0	4.846	10.9	1.43	0
0	2.287	8.005	7.152	0	1.246	5.649	1.788
0	0	9.393	16.54	0	0	0	0
2.563	1.877	2.765	3.106	5.805	2.492	3.261	3.89
9.462	8.585	2.007	0	3.276	2.255	0	0
0	0.9528	2.263	10.48	0.6603	0.5855	4.291	6.036
0.7146	2.334	10.35	4.163	0	2.118	4.648	0.9297
0.667	3.716	9.98	5.817	0.4983	0	2.717	1.859
0	1.62	5.444	3.629	0	1.37	9.082	4.076
9.433	4.859	1.868	0.05337	3.426	5.544	0	0
2.982	11.82	0.8432	0.2242	3.164	6.129	0	0
0	0	10.8	8.582	1.246	0	1.373	2.918
1.229	10.53	0	0	1.146	11.69	0	0
0	0	15.91	8.304	0	0	0	0
6.327	4.154	0	0	9.73	3.8	0	0
0.9528	0	6.927	2.914	2.791	0.3239	4.677	5.335
4.764	6.213	2.647	0.5764	6.403	3.065	0	0
0	0	19.51	0	0	0	3.976	0
1.801	4.412	0.6938	13.08	0.9468	2.492	0	0
2.277	2.735	6.554	4.782	2.193	3.414	1.43	0
5.488	11.66	0	0	2.791	3.438	0	0
4.821	7.089	1.526	2.743	1.719	5.432	0	0
0	0	5.209	4.312	0	0	8.882	4.706
4.764	8.576	0	1.067	2.878	5.768	0	0
1.525	4.193	2.989	8.859	3.987	0	0.7866	0.6436
2.687	7.566	1.793	1.003	4.211	5.531	0	0
0	0.9528	6.981	2.626	0.6229	0.6478	9.654	1.073
0	0	1.025	15.37	0	0	1.316	4.706
0	0	6.298	9.905	0	0	3.461	2.746
0	0	2.21	14.66	0.01246	1.233	0	4.291
1.486	5.126	6.191	0	1.669	3.04	4.691	0
0.9528	0.2287	10.14	2.69	0	0	5.678	2.503
5.098	6.289	0	1.067	3.924	5.606	0	0
0	1.81	1.195	3.907	1.246	3.065	7.952	2.775
4.926	4.031	7.653	2.38	0	0.02492	0.3862	2.474
0.9528	0	0	4.27	1.557	0.07475	9.039	5.978
6.165	2.525	4.12	2.135	0	1.57	4.448	0.8725
0	0.01906	10.16	5.743	0	0.02492	1.874	3.847
0.9719	4.745	2.092	4.291	3.414	4.659	0	1.43
8.48	7.909	0	0	2.492	2.492	0	0
0.6289	0.324	6.746	3.683	2.492	0	3.189	4.091
2.496	5.021	2.807	0.3949	1.246	2.977	5.378	0.5292
2.106	3.611	0	0	10	5.12	0	0
0	0.03811	5.743	10.59	0	0	0	4.405
0	1.115	0.982	7.557	0	0	0	10.97
0	0	5.689	2.85	0	0	4.291	7.752
3.783	8.652	0	0	3.152	4.946	0	0
1.925	3.964	4.419	3.586	1.869	0.735	1.659	2.374
5.955	5.86	0	0	4.734	3.862	0	0
0.4764	0	3.202	10.89	0.6977	0	1.959	3.132
0	3.678	3.981	3.49	0	4.834	3.132	1.159
1.944	3.792	1.046	1.089	1.844	7.624	0.7723	2.088
0.9528	1.41	5.316	2.69	3.189	3.04	1.43	2.117
0	0	2.242	5.017	0	0	5.793	6.937
2.963	1.058	2.316	7.739	1.071	1.246	1.988	1.588
0	0.03811	4.302	4.899	0	0	7.08	3.647
1.963	0	3.64	7.568	3.974	2.604	0	0
2.496	1.201	4.536	2.017	2.803	0.7849	3.218	2.675
1.744	2.144	8.112	4.803	0	0	1.187	1.673
0	3.811	0.2562	0	1.246	7.201	6.036	1.087
4.097	0.2859	3.469	3.149	1.62	0	3.576	3.433
4.278	4.907	2.797	0.9393	1.694	5.008	0	0
0	0.2859	14.78	4.323	0	0	0	0
0.7909	3.973	1.334	4.985	2.068	6.229	0	0
2.068	0.7909	4.003	7.29	1.146	2.591	0	1.43
1.191	3.364	2.562	2.54	1.831	6.391	0	1.43
0.1334	0.8194	3.586	5.486	1.246	0	3.533	4.491
2.468	1.734	5.07	3.811	0	0	4.291	1.888
7.27	3.04	0	1.067	1.246	6.304	0	0
0	0	7.557	3.117	1.034	0.2118	2.632	4.291
1.372	0.5336	8.571	2.893	0.3488	0	5.006	0.08582
